Title="THE AIRCOEF"
Variables=
iter
<i>C<sub>L</sub></i>
<i>C<sub>D</sub></i>
<i>C<sub>Z</sub></i>
<i>C<sub>D_p</sub></i>
<i>C<sub>D_f</sub></i>
<i>C<sub>D</sub></i>-<i>C<sub>L</sub></i><sup>2</sup>/(<greek>p</greek><math>4</math>A<sub>r</sub>)</i>
<i>X<sub>cp</sub></i>
<i>C<sub>A</sub></i>
<i>C<sub>N</sub></i>
<i>C<sub>Z1</sub></i>
<i>C<sub>ml</sub></i>
<i>C<sub>mn</sub></i>
<i>C<sub>m</sub></i>
"Walltime"
2800	8.4770608812e-01	1.9441079072e-02	0.0000000000e+00	1.4056298257e-02	5.3847808144e-03	-4.6367388771e-03	3.6849742449e-01	-2.1844436091e-02	8.4764756119e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1235594317e-01	2.9057900000e+02
2900	8.4772819240e-01	1.9440901127e-02	0.0000000000e+00	1.4056168728e-02	5.3847323982e-03	-4.6381725162e-03	3.6850135737e-01	-2.1845689760e-02	8.4766963061e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1236740948e-01	4.5421000000e+02
2900	8.4771759009e-01	1.9440346982e-02	0.0000000000e+00	1.4055638627e-02	5.3847083557e-03	-4.6381243637e-03	3.6849873248e-01	-2.1845727176e-02	8.4765901390e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1236127220e-01	3.1259000000e+02
3000	8.4776190297e-01	1.9445617463e-02	0.0000000000e+00	1.4060839597e-02	5.3847778657e-03	-4.6353712642e-03	3.6850610018e-01	-2.1842619892e-02	8.4770353079e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1238392224e-01	4.7587300000e+02
3000	8.4774897067e-01	1.9443770108e-02	0.0000000000e+00	1.4058949898e-02	5.3848202104e-03	-4.6364839311e-03	3.6850673760e-01	-2.1843835571e-02	8.4769052390e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1237966946e-01	3.3447200000e+02
3100	8.4777902214e-01	1.9442448396e-02	0.0000000000e+00	1.4057795653e-02	5.3846527436e-03	-4.6395128932e-03	3.6850724633e-01	-2.1846618485e-02	8.4772047541e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1239113805e-01	4.9815000000e+02
3100	8.4777597335e-01	1.9443339068e-02	0.0000000000e+00	1.4058654053e-02	5.3846850158e-03	-4.6384490140e-03	3.6850962933e-01	-2.1845580468e-02	8.4771747360e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1239205197e-01	3.5677000000e+02
3200	8.4779335882e-01	1.9447866995e-02	0.0000000000e+00	1.4063162771e-02	5.3847042246e-03	-4.6349087947e-03	3.6850805931e-01	-2.1841904153e-02	8.4773505885e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1239720135e-01	5.1999900000e+02
3200	8.4779406639e-01	1.9446877253e-02	0.0000000000e+00	1.4062158568e-02	5.3847186853e-03	-4.6359387362e-03	3.6850841346e-01	-2.1842927163e-02	8.4773571741e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1239774426e-01	3.7874700000e+02
3300	8.4779120505e-01	1.9442130351e-02	0.0000000000e+00	1.4057549688e-02	5.3845806629e-03	-4.6405230780e-03	3.6850797092e-01	-2.1847529162e-02	8.4773262841e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1239623078e-01	5.4373200000e+02
3300	8.4779728839e-01	1.9442994111e-02	0.0000000000e+00	1.4058384441e-02	5.3846096694e-03	-4.6400049302e-03	3.6850860966e-01	-2.1846962535e-02	8.4773874658e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1239902685e-01	4.0255300000e+02
3400	8.4779344301e-01	1.9447920279e-02	0.0000000000e+00	1.4063265076e-02	5.3846552031e-03	-4.6348602939e-03	3.6850649738e-01	-2.1841855030e-02	8.4773514554e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1239590919e-01	5.6744600000e+02
